model,order,mean_ipc_contrib,std_ipc_contrib,median_ipc_contrib,ratio_to_order3
local_sign+flat,6,0.0,0.0,0.0,0.0
local_sign+flat,7,0.024930760264396667,0.04160178775293644,0.0,0.015032582312951575
local_sign+flat,8,0.0016924232244491578,0.007377101805075132,0.0,0.0010204859843851446
local_sign+flat,9,0.002329617738723755,0.010154568300176588,0.0,0.0014046972512542614
local_sign+flat,10,0.0,0.0,0.0,0.0
local_sign+sample,1,3.168312373757362,0.6051979527006234,3.1231367588043213,1.9233632126992817
local_sign+sample,2,0.0008172094821929932,0.002131815926582845,0.0,0.0004960971235468853
local_sign+sample,3,1.6472772032022476,0.662841266618576,1.7266311347484589,1.0
local_sign+sample,4,0.0,0.0,0.0,0.0
local_sign+sample,5,0.46578513979911806,0.3633865243790434,0.5420836210250854,0.28276063002246893
local_sign+sample,6,0.0,0.0,0.0,0.0
local_sign+sample,7,0.07037901282310485,0.11112747915322009,0.0,0.04272445019350148
local_sign+sample,8,0.0,0.0,0.0,0.0
local_sign+sample,9,0.007229766249656678,0.03096096034543927,0.0,0.004388919020795208
local_sign+sample,10,0.0,0.0,0.0,0.0
local_sign+binary,1,2.8472931712865828,0.7554290980053533,3.0223041772842407,1.9890293739408729
local_sign+binary,2,0.009257379174232482,0.03434150975145367,0.00023734569549560547,0.006466913659943451
local_sign+binary,3,1.4314988046884536,0.5406140680258517,1.3415642976760864,1.0
local_sign+binary,4,3.529191017150879e-05,0.00015383386996212198,0.0,2.465381742263459e-05
local_sign+binary,5,0.4789853662252426,0.3074008504627288,0.5485422909259796,0.3346040979262203
local_sign+binary,6,0.0,0.0,0.0,0.0
local_sign+binary,7,0.08007337152957916,0.12198030244592596,0.0,0.05593673656402812
local_sign+binary,8,0.0001725614070892334,0.0007521777350571517,0.0,0.00012054596659393582
local_sign+binary,9,0.0020738035440444947,0.005083406008416844,0.0,0.0014486938705448869
local_sign+binary,10,0.0,0.0,0.0,0.0
global_sign_pres,1,3.1635439336299895,0.5635828907246834,3.165996104478836,1.9201709354458287
global_sign_pres,2,0.0054763853549957275,0.018105340184445873,3.7729740142822266e-05,0.003323992399213475
global_sign_pres,3,1.6475324541330338,0.5284932645090906,1.7945679724216461,1.0
global_sign_pres,4,0.00021746456623077391,0.0009479060680008515,0.0,0.00013199410165501616
global_sign_pres,5,0.4356026083230972,0.3310500179529252,0.4592314064502716,0.2643969818198941
global_sign_pres,6,0.0,0.0,0.0,0.0
global_sign_pres,7,0.05386903584003448,0.08905178692003463,0.0,0.032696797993203415
global_sign_pres,8,0.00023270547389984131,0.0007281229949290056,0.0,0.00014124484972424765
global_sign_pres,9,0.017671987414360046,0.0426294351764914,0.0,0.010726336449414235
global_sign_pres,10,1.7070770263671874e-05,7.440976246774489e-05,0.0,1.036141668763355e-05
binary+shuffle,1,3.0428297758102416,0.5151367481873053,3.1615412831306458,2.172571075324454
binary+shuffle,2,0.006002947688102722,0.02030052719202731,0.0,0.004286086135194668
binary+shuffle,3,1.4005662739276885,0.5902822079528736,1.5326083302497864,1.0
binary+shuffle,4,0.00024710893630981446,0.00107712288142031,0.0,0.0001764350183992598
binary+shuffle,5,0.4410757184028625,0.3856433445407663,0.3046022057533264,0.3149267025871818
binary+shuffle,6,0.0001356780529022217,0.0005914069214571497,0.0,9.687371131801705e-05
binary+shuffle,7,0.04552259147167206,0.09717294885505719,0.0,0.032502989911366666
binary+shuffle,8,0.0011858314275741578,0.005168919356870325,0.0,0.0008466799819823324
binary+shuffle,9,0.019170066714286803,0.053945973821533176,0.0,0.013687368510257699
binary+shuffle,10,0.0,0.0,0.0,0.0
