metric,mode_a,mode_b,bound_ref,pval_v11,sig_v11,pval_frac025,sig_frac025,preserved_sig
MC,cel+randN,cel_sample,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,conn_shuf_only,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,er+randN,0.02124514592876728,0.9995077623515239,False,1.0,False,False
MC,cel+randN,global_sign_pres,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,local_sign,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,local_sign+binary,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,local_sign+flat,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,local_sign+sample,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,real,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,shuffle,0.02124514592876728,1.0,False,1.0,False,False
MC,cel+randN,ws_p0.1+randN,0.02124514592876728,0.9999999999995061,False,1.0,False,False
MC,celW+connShuf,cel_sample,0.02124514592876728,1.42098560599456e-08,True,9.527599609542267e-06,True,True
MC,celW+connShuf,conn_shuf_only,0.02124514592876728,1.0633288547996024e-08,True,0.00010982096468135952,True,True
MC,celW+connShuf,er+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,celW+connShuf,global_sign_pres,0.02124514592876728,1.0,False,0.9999347084155775,False,False
MC,celW+connShuf,local_sign,0.02124514592876728,0.9479852262886395,False,0.48817826549343035,False,False
MC,celW+connShuf,local_sign+binary,0.02124514592876728,1.0,False,0.9999231256960965,False,False
MC,celW+connShuf,local_sign+flat,0.02124514592876728,0.9999999997567469,False,0.8461808261660405,False,False
MC,celW+connShuf,local_sign+sample,0.02124514592876728,2.068724139594611e-17,True,6.747027340541025e-05,True,True
MC,celW+connShuf,real,0.02124514592876728,0.999999999999572,False,0.9999324967449433,False,False
MC,celW+connShuf,shuffle,0.02124514592876728,5.005942181094762e-07,True,0.00017296606038366252,True,True
MC,celW+connShuf,ws_p0.1+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,cel_sample,conn_shuf_only,0.02124514592876728,6.757891959114465e-16,True,7.765341841130629e-06,True,True
MC,cel_sample,er+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,cel_sample,global_sign_pres,0.02124514592876728,1.0,False,0.9999948911661029,False,False
MC,cel_sample,local_sign,0.02124514592876728,0.9999894413164984,False,0.6188636188041988,False,False
MC,cel_sample,local_sign+binary,0.02124514592876728,1.0,False,0.9999939360378381,False,False
MC,cel_sample,local_sign+flat,0.02124514592876728,1.0,False,0.9242123796318917,False,False
MC,cel_sample,local_sign+sample,0.02124514592876728,2.1418525271822265e-08,True,6.047082486494914e-06,True,True
MC,cel_sample,real,0.02124514592876728,1.0,False,0.9999942117561473,False,False
MC,cel_sample,shuffle,0.02124514592876728,1.9895526432431767e-13,True,1.4173504185101778e-05,True,True
MC,cel_sample,ws_p0.1+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,conn_shuf_only,er+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,conn_shuf_only,global_sign_pres,0.02124514592876728,1.0,False,0.9999998849258055,False,False
MC,conn_shuf_only,local_sign,0.02124514592876728,0.999998080042615,False,0.8431019735994217,False,False
MC,conn_shuf_only,local_sign+binary,0.02124514592876728,1.0,False,0.9999998639305111,False,False
MC,conn_shuf_only,local_sign+flat,0.02124514592876728,1.0,False,0.9853334074882588,False,False
MC,conn_shuf_only,local_sign+sample,0.02124514592876728,1.7058932924301098e-08,True,8.976956115211858e-06,True,True
MC,conn_shuf_only,real,0.02124514592876728,1.0,False,0.999999852494681,False,False
MC,conn_shuf_only,shuffle,0.02124514592876728,5.767965730436736e-15,True,3.0939965036853764e-07,True,True
MC,conn_shuf_only,ws_p0.1+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,er+randN,global_sign_pres,0.02124514592876728,1.0,False,1.0,False,False
MC,er+randN,local_sign,0.02124514592876728,1.0,False,1.0,False,False
MC,er+randN,local_sign+binary,0.02124514592876728,1.0,False,1.0,False,False
MC,er+randN,local_sign+flat,0.02124514592876728,1.0,False,1.0,False,False
MC,er+randN,local_sign+sample,0.02124514592876728,1.0,False,1.0,False,False
MC,er+randN,real,0.02124514592876728,1.0,False,1.0,False,False
MC,er+randN,shuffle,0.02124514592876728,1.0,False,1.0,False,False
MC,er+randN,ws_p0.1+randN,0.02124514592876728,2.0610075355379615e-07,True,0.008305321306573365,True,True
MC,global_sign_pres,local_sign,0.02124514592876728,0.729201261436871,False,0.2563145211942405,False,False
MC,global_sign_pres,local_sign+binary,0.02124514592876728,3.75379473060269e-11,True,2.076673939590161e-06,True,True
MC,global_sign_pres,local_sign+flat,0.02124514592876728,4.4321267802292425e-05,True,0.0390441327421238,True,True
MC,global_sign_pres,local_sign+sample,0.02124514592876728,1.0,False,0.9999943162462319,False,False
MC,global_sign_pres,real,0.02124514592876728,3.6694456233796546e-07,True,3.750382127050367e-06,True,True
MC,global_sign_pres,shuffle,0.02124514592876728,1.0,False,0.9999998974153363,False,False
