metric,baseline_mode,baseline_label,control_mode,control_label,baseline_mean_cv,control_mean_cv,delta_cv,pct_delta_cv,ci95_low,ci95_high,comparison_type,n
IPC,real,C. elegans,global_sign_pres,Sign-pres. pm1 + wt. shuf.,0.2804862854387102,0.3072789408179982,0.026792655379288044,9.552215837356005,0.02351847881298416,0.03006683194559192,paired,200
IPC,real,C. elegans,local_sign+binary,Sign-pres. pm1 wt.,0.2804862854387102,0.35379564665629487,0.07330936121758469,26.136522540815537,0.06951091506133991,0.07710780737382936,paired,200
IPC,real,C. elegans,global_sign_pres_real_weight,Sign-pres. real wt.,0.2804862854387102,0.30462784265439535,0.024141557215685172,8.607036589302476,0.01964788909292994,0.028635225338440488,paired,200
IPC,real,C. elegans,local_sign+flat,Sign-pres. uniform,0.2804862854387102,0.34967708796948493,0.06919080253077475,24.66815888076418,0.06475846414206823,0.0736231409194813,paired,200
IPC,real,C. elegans,ws_p0.1+randN,WS Gaussian wt.,0.2804862854387102,0.33463307087877764,0.05414678544006746,19.304610689031076,0.050686981612708876,0.05760658926742618,paired,200
KR,real,C. elegans,binary_base,Binary wt.,0.3985425587720204,0.28618316830355056,-0.11235939046846982,-28.192570152274033,-0.1159864222993665,-0.10873235863757315,paired,200
KR,real,C. elegans,cel+randN,CE Gaussian wt.,0.3985425587720204,0.6995484563075894,0.30100589753556906,75.52666356712847,0.2974059219587767,0.3046058731123614,paired,200
KR,real,C. elegans,er+randN,ER Gaussian wt.,0.3985425587720204,0.7721199416524388,0.3735773828804184,93.73588206777113,0.3704610441140985,0.37669372164673853,paired,200
KR,real,C. elegans,local_sign,Sign-pres. Gaussian,0.3985425587720204,0.5940967013843784,0.19555414261235804,49.067317481699995,0.1883711124016915,0.20273717282302453,paired,200
KR,real,C. elegans,global_sign_pres,Sign-pres. pm1 + wt. shuf.,0.3985425587720204,0.4125999836883357,0.014057424916315342,3.5272079748844734,0.010469076530166016,0.017645773302464654,paired,200
KR,real,C. elegans,local_sign+binary,Sign-pres. pm1 wt.,0.3985425587720204,0.523607089295705,0.1250645305236846,31.38047060997209,0.11923726675014792,0.13089179429722128,paired,200
KR,real,C. elegans,global_sign_pres_real_weight,Sign-pres. real wt.,0.3985425587720204,0.4242307215366389,0.025688162764618494,6.445525628120679,0.018729966749180937,0.03264635878005609,paired,200
KR,real,C. elegans,local_sign+flat,Sign-pres. uniform,0.3985425587720204,0.5751610349490501,0.17661847617702975,44.316089283217906,0.16966745912084139,0.18356949323321806,paired,200
KR,real,C. elegans,ws_p0.1+randN,WS Gaussian wt.,0.3985425587720204,0.7778237307343463,0.3792811719623259,95.16704392398087,0.3764140089737067,0.3821483349509448,paired,200
GR,real,C. elegans,binary_base,Binary wt.,0.5817136184371059,0.46677740434431336,-0.11493621409279253,-19.758212709819734,-0.1185283670431663,-0.1113440611424189,paired,200
GR,real,C. elegans,cel+randN,CE Gaussian wt.,0.5817136184371059,0.7556620065338905,0.1739483880967846,29.90275327645465,0.17035047761836455,0.17754629857520468,paired,200
GR,real,C. elegans,er+randN,ER Gaussian wt.,0.5817136184371059,0.7730893556805136,0.19137573724340773,32.89861732265754,0.188254351709026,0.19449712277778958,paired,200
GR,real,C. elegans,local_sign,Sign-pres. Gaussian,0.5817136184371059,0.7395446382757762,0.15783101983867032,27.13208266684834,0.15413950181799826,0.1615225378593422,paired,200
GR,real,C. elegans,global_sign_pres,Sign-pres. pm1 + wt. shuf.,0.5817136184371059,0.6205443470817913,0.0388307286446854,6.675231147074086,0.03567747621036493,0.0419839810790059,paired,200
GR,real,C. elegans,local_sign+binary,Sign-pres. pm1 wt.,0.5817136184371059,0.7065783782921096,0.12486475985500367,21.464988251517767,0.12082114798732617,0.12890837172268116,paired,200
GR,real,C. elegans,global_sign_pres_real_weight,Sign-pres. real wt.,0.5817136184371059,0.6016417125690079,0.019928094131901997,3.425756850156431,0.014849746919497163,0.025006441344306664,paired,200
GR,real,C. elegans,local_sign+flat,Sign-pres. uniform,0.5817136184371059,0.7340306440343644,0.15231702559725846,26.184194553754768,0.1486761406776008,0.15595791051691607,paired,200
GR,real,C. elegans,ws_p0.1+randN,WS Gaussian wt.,0.5817136184371059,0.7676807551795242,0.18596713674241827,31.968847014800424,0.182853280270628,0.18908099321420826,paired,200
