mode,metric,mean_v11,n_groups_v11,mean_frac025,n_groups_frac025,delta,pct_delta,drop_from_a_to_b,pct_drop_from_a_to_b
cel+randN,KR,0.6836553822907963,500.0,0.6600337421039837,345,-0.023621640186812565,-3.4551969894043753,0.023621640186812565,3.4551969894043753
celW+connShuf,KR,0.35370033160620595,500.0,0.3435446984926701,345,-0.010155633113535845,-2.8712534894772648,0.010155633113535845,2.8712534894772648
cel_sample,KR,0.35052991737758316,500.0,0.34222646049775585,345,-0.008303456879827309,-2.368829725561772,0.008303456879827309,2.368829725561772
conn_shuf_only,KR,0.356855418389458,500.0,0.3484211138996717,345,-0.008434304489786326,-2.363507475338782,0.008434304489786326,2.363507475338782
er+randN,KR,0.7877562021556744,500.0,0.7650141898494158,345,-0.022742012306258608,-2.8869353543679734,0.022742012306258608,2.8869353543679734
global_sign_pres,KR,0.26618384847832416,500.0,0.2617691428953035,345,-0.0044147055830206505,-1.658517452601993,0.0044147055830206505,1.658517452601993
local_sign,KR,0.30227209845375264,500.0,0.2936921855567706,345,-0.008579912896982012,-2.8384733294511237,0.008579912896982012,2.8384733294511237
local_sign+binary,KR,0.2601323490494241,500.0,0.2541898808009053,345,-0.005942468248518795,-2.284401870906778,0.005942468248518795,2.284401870906778
local_sign+flat,KR,0.2835100355204439,500.0,0.27693929807614304,345,-0.006570737444300867,-2.317638397610462,0.006570737444300867,2.317638397610462
local_sign+sample,KR,0.34123283297143475,500.0,0.33406767766092543,345,-0.007165155310509319,-2.0997848442998825,0.007165155310509319,2.0997848442998825
real,KR,0.26275500348975567,500.0,0.2608573834756813,345,-0.0018976200140743416,-0.7222012859398608,0.0018976200140743416,0.7222012859398608
shuffle,KR,0.35130399791516975,500.0,0.34195044468734664,345,-0.009353553227823108,-2.6625239915663395,0.009353553227823108,2.6625239915663395
ws_p0.1+randN,KR,0.8006179305816721,500.0,0.7776811284342431,345,-0.022936802147428992,-2.8648873915132955,0.022936802147428992,2.8648873915132955
binary+shuffle,MC,,,0.30098695781276746,345,,,,
cel+randN,MC,0.6027243459679738,500.0,0.5648479594141731,345,-0.037876386553800656,-6.284197213399647,0.037876386553800656,6.284197213399647
celW+connShuf,MC,0.4258349422873893,500.0,0.3391255298708144,345,-0.08670941241657487,-20.362211694233412,0.08670941241657487,20.362211694233412
cel_sample,MC,0.43291587463418657,500.0,0.3438237389153415,345,-0.08909213571884506,-20.57954927019662,0.08909213571884506,20.57954927019662
conn_shuf_only,MC,0.4333945382710065,500.0,0.34163829668017,345,-0.09175624159083651,-21.171526977910435,0.09175624159083651,21.171526977910435
er+randN,MC,0.6329946368031679,500.0,0.6755737763694761,345,0.04257913956630821,6.726619325141037,-0.04257913956630821,-6.726619325141037
global_sign_pres,MC,0.3778058847314385,500.0,0.301457576269953,345,-0.07634830846148549,-20.208342841392565,0.07634830846148549,20.208342841392565
local_sign,MC,0.4005810848223941,500.0,0.3200141450453986,345,-0.08056693977699547,-20.112517247966537,0.08056693977699547,20.112517247966537
local_sign+binary,MC,0.3730106840130114,500.0,0.2998475692722021,345,-0.07316311474080933,-19.614214250832894,0.07316311474080933,19.614214250832894
local_sign+flat,MC,0.3893251043784771,500.0,0.31218251009947895,345,-0.07714259427899817,-19.814441301479764,0.07714259427899817,19.814441301479764
local_sign+sample,MC,0.42599453162768997,500.0,0.34090468570149185,345,-0.08508984592619812,-19.97439863865783,0.08508984592619812,19.97439863865783
real,MC,0.38619650997526045,500.0,0.29926514566209644,345,-0.086931364313164,-22.509619343461384,0.086931364313164,22.509619343461384
shuffle,MC,0.434667536180857,500.0,0.3421654749350361,345,-0.09250206124582094,-21.281106488553718,0.09250206124582094,21.281106488553718
ws_p0.1+randN,MC,0.6433091962193,500.0,0.6875148073606361,345,0.04420561114133603,6.87159633363404,-0.04420561114133603,-6.87159633363404
