mode,metric,mean_v11,n_groups_v11,mean_frac025,n_groups_frac025,delta,pct_delta,drop_from_a_to_b,pct_drop_from_a_to_b
conn_shuf_only,KR,0.3480146304013285,100,0.356855418389458,500.0,0.008840787988129484,2.5403495186206215,-0.008840787988129484,-2.5403495186206215
er+randN,KR,0.764747212862205,100,0.7877562021556744,500.0,0.023008989293469395,3.008705217421334,-0.023008989293469395,-3.008705217421334
global_sign_pres,KR,0.26097830177059245,100,0.26618384847832416,500.0,0.005205546707731712,1.994628163496726,-0.005205546707731712,-1.994628163496726
local_sign,KR,0.2907092887418993,100,0.30227209845375264,500.0,0.011562809711853361,3.9774476288300447,-0.011562809711853361,-3.9774476288300447
local_sign+binary,KR,0.25263992962814275,100,0.2601323490494241,500.0,0.007492419421281371,2.9656513253108328,-0.007492419421281371,-2.9656513253108328
local_sign+flat,KR,0.2762799461464964,100,0.2835100355204439,500.0,0.007230089373947479,2.6169432399243884,-0.007230089373947479,-2.6169432399243884
local_sign+sample,KR,0.33473861884030653,100,0.34123283297143475,500.0,0.0064942141311282175,1.9400851188390684,-0.0064942141311282175,-1.9400851188390684
real,KR,0.2610748120173084,100,0.26275500348975567,500.0,0.0016801914724472455,0.6435670524722447,-0.0016801914724472455,-0.6435670524722447
shuffle,KR,0.34067978235472685,100,0.35130399791516975,500.0,0.010624215560442907,3.118534210339676,-0.010624215560442907,-3.118534210339676
ws_p0.1+randN,KR,0.7778969080822197,100,0.8006179305816721,500.0,0.022721022499452403,2.9208269454968585,-0.022721022499452403,-2.9208269454968585
binary+shuffle,MC,0.3017439868817433,100,,,,,,
cel+randN,MC,0.5639937264011996,100,0.6027243459679738,500.0,0.03873061956677415,6.8672075155713594,-0.03873061956677415,-6.8672075155713594
celW+connShuf,MC,0.33911289271788175,100,0.4258349422873893,500.0,0.08672204956950752,25.573209226714425,-0.08672204956950752,-25.573209226714425
cel_sample,MC,0.34062385881617957,100,0.43291587463418657,500.0,0.092292015818007,27.094994501783603,-0.092292015818007,-27.094994501783603
conn_shuf_only,MC,0.34372971986168316,100,0.4333945382710065,500.0,0.08966481840932333,26.085849790761316,-0.08966481840932333,-26.085849790761316
er+randN,MC,0.6760044847654261,100,0.6329946368031679,500.0,-0.04300984796225815,-6.362361335100106,0.04300984796225815,6.362361335100106
global_sign_pres,MC,0.2998093685992851,100,0.3778058847314385,500.0,0.07799651613215342,26.015369865376314,-0.07799651613215342,-26.015369865376314
local_sign,MC,0.31801051931362,100,0.4005810848223941,500.0,0.08257056550877406,25.964727735104724,-0.08257056550877406,-25.964727735104724
local_sign+binary,MC,0.3001068263695578,100,0.3730106840130114,500.0,0.07290385764345358,24.292635567602268,-0.07290385764345358,-24.292635567602268
local_sign+flat,MC,0.31308605705456316,100,0.3893251043784771,500.0,0.07623904732391396,24.350828025097066,-0.07623904732391396,-24.350828025097066
local_sign+sample,MC,0.3417759523727425,100,0.42599453162768997,500.0,0.08421857925494747,24.641458437982283,-0.08421857925494747,-24.641458437982283
real,MC,0.2994856545249282,100,0.38619650997526045,500.0,0.08671085545033225,28.953258408280362,-0.08671085545033225,-28.953258408280362
shuffle,MC,0.3440994371757713,100,0.434667536180857,500.0,0.09056809900508572,26.320327562413926,-0.09056809900508572,-26.320327562413926
ws_p0.1+randN,MC,0.6884735571039935,100,0.6433091962193,500.0,-0.045164360884693444,-6.560071976427614,0.045164360884693444,6.560071976427614
