mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity,seed
sign_test0.2,0,0.6,0.6,1.0,3.29646110534668,5.361269891262054,3.010361433029175,5.122784614562988,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,0.6,1.5,2.651846170425415,4.268901586532593,3.320235013961792,6.34962272644043,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,0.8,0.1,7.553877830505371,8.38246762752533,2.2782211303710938,2.3744046688079834,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,0.8,0.5,5.034526824951172,7.031363606452942,2.86569881439209,4.05938196182251,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,0.8,1.0,4.067498683929443,5.1458903551101685,3.50882625579834,6.235931396484375,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,0.8,1.5,1.869723081588745,2.8223597407341003,3.882972478866577,7.823721885681152,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,1.0,0.1,8.765660285949707,9.9798983335495,2.7252635955810547,2.8519575595855717,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,1.0,0.5,6.513589859008789,9.894250810146332,3.514718532562256,5.146132946014404,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,1.0,1.0,5.0934038162231445,7.43567967414856,4.349877834320068,8.0972261428833,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.6,1.0,1.5,3.068852424621582,4.32517683506012,4.806012630462647,10.201395988464355,chunk_0,0.0010117125930264,0.3206173777580261,48345
sign_test0.2,0,0.8,0.6,0.1,8.789458274841309,9.629972159862518,2.5734243392944336,2.685091018676758,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,0.6,0.5,5.451598644256592,8.100402235984802,3.25984263420105,4.714879035949707,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,0.6,1.0,2.789766788482666,4.147442996501923,3.9812183380126953,7.2346625328063965,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,0.6,1.5,0.822368860244751,1.289194107055664,4.385415077209473,9.031455993652344,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,0.8,0.1,9.958694458007812,11.11348420381546,3.05724835395813,3.208312749862671,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,0.8,0.5,6.465756893157959,9.902362823486328,3.9746811389923096,5.970001697540283,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,0.8,1.0,2.6688263416290283,2.749625861644745,4.932048320770264,9.468877792358398,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,0.8,1.5,3.5787854194641118,5.539470613002777,5.436253547668457,11.906147956848145,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,1.0,0.1,11.555912971496582,13.253550946712494,4.038524150848389,4.2811126708984375,chunk_0,0.0013489502016454,0.3206172883510589,48345
