model,seed,rho_target,leak,input_scale,d_max,ipc_kset,capture_pct_vs_ref
local_sign+binary,7,0.95,0.8,1.0,50,9.838469225474617,96.94945209485805
local_sign+binary,7,0.95,0.8,1.0,80,10.14804004858984,100.0
global_sign_pres,7,0.95,0.8,1.0,30,5.91047620753763,90.00561050287469
global_sign_pres,7,0.95,0.8,1.0,50,6.187238927498261,94.22019435361834
global_sign_pres,7,0.95,0.8,1.0,80,6.566786419774194,100.0
global_sign_pres_real_weight,7,0.95,0.8,1.0,30,6.864383716292679,91.96917176646991
global_sign_pres_real_weight,7,0.95,0.8,1.0,50,7.067162963971235,94.68601281604005
global_sign_pres_real_weight,7,0.95,0.8,1.0,80,7.463787684989562,100.0
binary_base,7,0.95,0.8,1.0,30,6.413601740996836,90.4375478100167
binary_base,7,0.95,0.8,1.0,50,6.765926202973032,95.40563932261163
binary_base,7,0.95,0.8,1.0,80,7.091746621071561,100.0
real,8,0.95,0.8,1.0,30,7.626431858746699,92.806178237135
real,8,0.95,0.8,1.0,50,7.85962270684356,95.64388161042687
real,8,0.95,0.8,1.0,80,8.21759068589153,100.0
cel_randN,8,0.95,0.8,1.0,30,14.26384475402941,96.16302427826061
cel_randN,8,0.95,0.8,1.0,50,14.445279686731606,97.38621004193327
cel_randN,8,0.95,0.8,1.0,80,14.832982698999839,100.0
er_randN,8,0.95,0.8,1.0,30,14.042199431537725,96.99847396795965
er_randN,8,0.95,0.8,1.0,50,14.20346941025997,98.11246910164009
er_randN,8,0.95,0.8,1.0,80,14.476722011292791,100.0
ws_p01_randN,8,0.95,0.8,1.0,30,14.218958556511836,97.05863763889256
ws_p01_randN,8,0.95,0.8,1.0,50,14.388991202783274,98.21928079961712
ws_p01_randN,8,0.95,0.8,1.0,80,14.649864146469461,100.0
local_sign,8,0.95,0.8,1.0,30,8.680172230895266,93.57551447410387
local_sign,8,0.95,0.8,1.0,50,8.913678930810022,96.09280433845716
local_sign,8,0.95,0.8,1.0,80,9.276114889325477,100.0
local_sign+flat,8,0.95,0.8,1.0,30,10.780039181856353,95.71176497000894
local_sign+flat,8,0.95,0.8,1.0,50,10.947482756813912,97.1984311890937
local_sign+flat,8,0.95,0.8,1.0,80,11.263024127947334,100.00000000000001
local_sign+binary,8,0.95,0.8,1.0,30,9.164691758331216,94.0668645684038
local_sign+binary,8,0.95,0.8,1.0,50,9.35599606586446,96.03042175751744
local_sign+binary,8,0.95,0.8,1.0,80,9.742741825594507,100.0
global_sign_pres,8,0.95,0.8,1.0,30,7.25704744785795,92.5494884560597
global_sign_pres,8,0.95,0.8,1.0,50,7.511003134600067,95.78819800940948
global_sign_pres,8,0.95,0.8,1.0,80,7.841261544415152,100.0
global_sign_pres_real_weight,8,0.95,0.8,1.0,30,7.86249985696702,92.98277141693598
global_sign_pres_real_weight,8,0.95,0.8,1.0,50,8.09394893004071,95.7199131209454
global_sign_pres_real_weight,8,0.95,0.8,1.0,80,8.455867401189266,100.0
binary_base,8,0.95,0.8,1.0,30,6.471326430536783,92.42951113458165
binary_base,8,0.95,0.8,1.0,50,6.650695483661229,94.99142700622315
binary_base,8,0.95,0.8,1.0,80,7.001363905424354,100.0
real,9,0.95,0.8,1.0,30,6.580154688047685,90.61843429605213
real,9,0.95,0.8,1.0,50,6.7735091814430035,93.2812108243025
real,9,0.95,0.8,1.0,80,7.261386426684659,100.0
cel_randN,9,0.95,0.8,1.0,30,13.423076921732331,95.37027301737093
cel_randN,9,0.95,0.8,1.0,50,13.639263114603636,96.90626482885655
cel_randN,9,0.95,0.8,1.0,80,14.074696964836647,100.00000000000001
er_randN,9,0.95,0.8,1.0,30,15.0540536727284,95.71783401519103
er_randN,9,0.95,0.8,1.0,50,15.291478187508366,97.22744470151504
er_randN,9,0.95,0.8,1.0,80,15.727532729521675,100.0
ws_p01_randN,9,0.95,0.8,1.0,30,14.252453287976493,95.79743244444064
ws_p01_randN,9,0.95,0.8,1.0,50,14.503963469365093,97.48795049939119
ws_p01_randN,9,0.95,0.8,1.0,80,14.877698623334656,100.0
local_sign,9,0.95,0.8,1.0,30,12.62733740872784,95.24568972488794
local_sign,9,0.95,0.8,1.0,50,12.885551055080327,97.19334789281035
local_sign,9,0.95,0.8,1.0,80,13.257647086394382,100.0
local_sign+flat,9,0.95,0.8,1.0,30,9.176973653907652,93.92797155671121
local_sign+flat,9,0.95,0.8,1.0,50,9.393371359863693,96.14284089561595
local_sign+flat,9,0.95,0.8,1.0,80,9.77022446222725,100.0
local_sign+binary,9,0.95,0.8,1.0,30,7.386530321243228,91.89878301155646
local_sign+binary,9,0.95,0.8,1.0,50,7.641810528138981,95.07482633912375
local_sign+binary,9,0.95,0.8,1.0,80,8.037680238175033,100.0
global_sign_pres,9,0.95,0.8,1.0,30,8.002423121827746,92.70306280240744
global_sign_pres,9,0.95,0.8,1.0,50,8.230724272467928,95.34778872897463
global_sign_pres,9,0.95,0.8,1.0,80,8.632317940653767,100.0
global_sign_pres_real_weight,9,0.95,0.8,1.0,30,6.760987593837228,92.25769110652679
global_sign_pres_real_weight,9,0.95,0.8,1.0,50,6.954744850517443,94.90162394745454
global_sign_pres_real_weight,9,0.95,0.8,1.0,80,7.328372857316088,100.0
binary_base,9,0.95,0.8,1.0,30,6.756167949881737,92.19810965603858
binary_base,9,0.95,0.8,1.0,50,6.937056914675184,94.66661262033884
binary_base,9,0.95,0.8,1.0,80,7.3278812061188905,100.0
real,10,0.95,0.8,1.0,30,8.071715644667677,93.20787240708042
real,10,0.95,0.8,1.0,50,8.344546572142974,96.35837861868396
real,10,0.95,0.8,1.0,80,8.659907619621322,100.0
cel_randN,10,0.95,0.8,1.0,30,12.761082567141443,95.07584699946003
cel_randN,10,0.95,0.8,1.0,50,13.02796453170231,97.06423855605414
cel_randN,10,0.95,0.8,1.0,80,13.422002506287342,100.0
er_randN,10,0.95,0.8,1.0,30,14.699359927472202,96.66778179727028
er_randN,10,0.95,0.8,1.0,50,14.90854084666801,98.04342369955347
er_randN,10,0.95,0.8,1.0,80,15.2060589931601,100.0
ws_p01_randN,10,0.95,0.8,1.0,30,14.635784209808051,96.62085029436797
ws_p01_randN,10,0.95,0.8,1.0,50,14.849696348947106,98.03303104776086
ws_p01_randN,10,0.95,0.8,1.0,80,15.147645839607325,100.0
local_sign,10,0.95,0.8,1.0,30,10.510574181459518,95.7428371266435
local_sign,10,0.95,0.8,1.0,50,10.686907675516538,97.34909276120759
local_sign,10,0.95,0.8,1.0,80,10.977922210051801,100.0
local_sign+flat,10,0.95,0.8,1.0,30,6.20763221304378,91.88405429778892
local_sign+flat,10,0.95,0.8,1.0,50,6.384879154997861,94.50762590765405
local_sign+flat,10,0.95,0.8,1.0,80,6.7559406912164945,100.0
local_sign+binary,10,0.95,0.8,1.0,30,6.76105015431699,92.93160418142098
local_sign+binary,10,0.95,0.8,1.0,50,6.965210527762281,95.73781779935051
local_sign+binary,10,0.95,0.8,1.0,80,7.275296938938098,99.99999999999999
global_sign_pres,10,0.95,0.8,1.0,30,5.427751170651099,91.12067783393238
global_sign_pres,10,0.95,0.8,1.0,50,5.63375839554833,94.57911160901483
global_sign_pres,10,0.95,0.8,1.0,80,5.9566624170017555,100.0
global_sign_pres_real_weight,10,0.95,0.8,1.0,30,7.6051999656679,93.23496958687363
global_sign_pres_real_weight,10,0.95,0.8,1.0,50,7.8207477115341675,95.87744941923603
global_sign_pres_real_weight,10,0.95,0.8,1.0,80,8.157025201345292,100.0
binary_base,10,0.95,0.8,1.0,30,4.584412349185527,88.8015881305343
binary_base,10,0.95,0.8,1.0,50,4.775592622018294,92.5048134413628
binary_base,10,0.95,0.8,1.0,80,5.162534190769932,99.99999999999999
real,11,0.95,0.8,1.0,30,6.120478205641916,91.2741668037087
real,11,0.95,0.8,1.0,50,6.37710175998734,95.10117187064827
real,11,0.95,0.8,1.0,80,6.705597454320696,100.0
cel_randN,11,0.95,0.8,1.0,30,12.901554057975375,95.63729844266888
cel_randN,11,0.95,0.8,1.0,50,13.149353696682795,97.47420025267967
cel_randN,11,0.95,0.8,1.0,80,13.490086261386182,100.0
er_randN,11,0.95,0.8,1.0,30,13.747960540946469,95.82607241263291
er_randN,11,0.95,0.8,1.0,50,14.005391609107182,97.62041915267176
er_randN,11,0.95,0.8,1.0,80,14.346784956130637,100.0
ws_p01_randN,11,0.95,0.8,1.0,30,14.212655724024401,95.56521711960316
ws_p01_randN,11,0.95,0.8,1.0,50,14.45284139433904,97.18021407572
ws_p01_randN,11,0.95,0.8,1.0,80,14.872205758960158,100.0
local_sign,11,0.95,0.8,1.0,30,8.325351762880928,95.26526082978684
local_sign,11,0.95,0.8,1.0,50,8.484662189269528,97.08821675466211
local_sign,11,0.95,0.8,1.0,80,8.739126613798991,100.0
local_sign+flat,11,0.95,0.8,1.0,30,7.887453303012251,93.07259397845063
local_sign+flat,11,0.95,0.8,1.0,50,8.102943340783781,95.61539404602772
local_sign+flat,11,0.95,0.8,1.0,80,8.474517541477844,100.0
local_sign+binary,11,0.95,0.8,1.0,30,6.288097324032739,91.25150416534682
local_sign+binary,11,0.95,0.8,1.0,50,6.538282189260281,94.88213265198996
local_sign+binary,11,0.95,0.8,1.0,80,6.890951970105357,100.0
global_sign_pres,11,0.95,0.8,1.0,30,3.9742174477441905,87.99525575871198
global_sign_pres,11,0.95,0.8,1.0,50,4.1896626278334805,92.76554172650664
global_sign_pres,11,0.95,0.8,1.0,80,4.51639967800278,100.0
global_sign_pres_real_weight,11,0.95,0.8,1.0,30,6.479684214619777,91.44702335480332
global_sign_pres_real_weight,11,0.95,0.8,1.0,50,6.720662580529247,94.8479227698713
global_sign_pres_real_weight,11,0.95,0.8,1.0,80,7.085724583379156,100.0
binary_base,11,0.95,0.8,1.0,30,6.299550127904041,91.8880507028052
binary_base,11,0.95,0.8,1.0,50,6.547818158576575,95.50939904151801
binary_base,11,0.95,0.8,1.0,80,6.855679361703693,100.0
real,12,0.95,0.8,1.0,30,5.457611382303387,90.4958799413392
real,12,0.95,0.8,1.0,50,5.701138374519314,94.53394493099894
real,12,0.95,0.8,1.0,80,6.030784369234372,100.0
cel_randN,12,0.95,0.8,1.0,30,11.384357106931674,96.17035344571849
cel_randN,12,0.95,0.8,1.0,50,11.562412357237207,97.67449076273245
cel_randN,12,0.95,0.8,1.0,80,11.837699144318272,100.0
er_randN,12,0.95,0.8,1.0,30,14.645559544166872,96.24894174868571
er_randN,12,0.95,0.8,1.0,50,14.842042403165092,97.54020461872518
er_randN,12,0.95,0.8,1.0,80,15.216333060998936,100.0
